COUNTRY,GENDER,ENJMATH,PARENJMATH,WEALTH,TEACHERCLASSMANAG,COGNITIVEACTIV,TEACHSTUDRELAT,PV1MATH,PV2MATH,PV3MATH,PV4MATH,PV5MATH
Finland,Male,Disagree,Agree,-0.63,-0.237,-0.0561,-1.6365,561.0765,561.0765,554.0661,575.0974,542.382
Finland,Male,Agree,Agree,-0.13,0.1346,0.4142,1.0099,693.9632,669.8162,676.0477,674.4898,722.005
Finland,Female,Strongly disagree,Strongly disagree,-1.08,0.484,1.3374,1.0099,544.563,562.4786,493.1531,544.563,543.7841
Finland,Male,Disagree,Agree,0.77,-0.0262,0.5827,0.0111,555.7018,576.7331,544.7967,544.0178,532.3337
Finland,Female,Agree,Agree,0.14,0.669,0.6838,0.2492,476.406,418.7646,447.5853,450.70099999999996,455.3747
Finland,Female,Strongly disagree,Strongly disagree,0.14,-1.9363,-0.2061,-0.8079,520.4938,525.1675,546.1988,532.1779,536.0726
Finland,Male,Disagree,Agree,-0.13,0.484,0.6838,0.6209,725.5881,724.8092,690.5359,738.0511,707.6725
Finland,Male,Agree,Disagree,-0.39,0.2299,0.4532,0.2492,521.3507,452.8042,453.5831,507.3298,519.0139
Finland,Male,Agree,Agree,-0.13,0.9208,-0.2949,-0.2217,380.36300000000006,360.1106,388.1524,374.9104,321.9427
Finland,Male,Strongly disagree,Strongly agree,-0.13,-0.5455,-0.0219,-0.5901,318.5153,312.2838,259.3161,372.26199999999994,340.3256
Finland,Male,Disagree,Strongly agree,0.43,0.0505,0.4532,-0.3303,423.9056,473.7576,457.3999,457.3999,439.4843
Finland,Male,Agree,Strongly agree,0.77,-0.9781,-0.5365,-0.8079,447.3516,386.5945,416.1941,414.6362,420.8677
Finland,Female,Strongly disagree,Disagree,0.14,0.1346,0.494,0.1593,441.0422,437.9265,448.8316,460.5157,467.5261
Finland,Female,Disagree,Disagree,-0.13,0.2299,0.4532,0.3536,629.5451,616.3032,596.8297,619.4189,612.4085
Finland,Male,Strongly agree,Strongly agree,-0.63,-0.9781,-0.623,-0.8079,337.13199999999995,325.4479,301.3008,329.3426,338.6898
Finland,Male,Disagree,Disagree,-0.13,0.0505,0.2384,0.7959,525.7127,563.8807,605.9433,524.9338,574.7858
Finland,Male,Disagree,Agree,0.43,0.9208,0.5827,2.8211,590.2866,573.929,614.4337,646.3702,633.9072
Finland,Female,Disagree,Disagree,0.14,0.3431,0.6314,0.1593,575.9542,536.2284,535.4494,502.7341,536.2284
Finland,Male,Agree,Disagree,0.77,0.3431,0.8023,0.4759,514.3402,540.8241,469.1619,497.9826,535.3716
Finland,Female,Disagree,Agree,0.77,0.484,0.4142,0.6209,521.4286,529.9969,537.7863,500.3973,530.7758
Finland,Male,Strongly agree,Disagree,0.77,0.669,1.1192,0.2492,592.1561,594.4929,642.7869999999999,605.398,575.7984
Finland,Male,Strongly disagree,Agree,0.43,0.9208,0.1409,0.0809,580.3941,571.8258,597.5308,606.0991,669.193
Finland,Male,Strongly agree,Agree,0.77,0.2299,-0.0913,0.4759,658.6774,678.1508,664.1299,651.6669,696.0664
Finland,Male,Agree,Disagree,0.77,0.0505,-0.1278,0.3536,561.8554,575.0974,563.4133,497.2036,540.0452
Finland,Female,Disagree,Disagree,-1.3,-0.7808,-0.3452,-0.387,395.9417,467.60400000000004,438.7833,445.0148,451.2463
Finland,Female,Disagree,Disagree,1.19,0.9208,0.4142,0.4759,523.8433,540.9799,525.4012,562.7902,594.7266
Finland,Female,Disagree,Agree,-0.13,-0.0983,0.8023,1.0099,557.8828,564.8933,569.5669,577.3563,554.7671
Finland,Female,Disagree,Agree,-0.63,0.9208,0.2717,1.26,587.6383,536.2284,606.3328,549.4703,554.9229
Finland,Female,Strongly disagree,Disagree,0.43,-0.6486,-0.1278,-0.2757,540.7462,524.3885,532.9568,568.009,585.1457
Finland,Male,Strongly disagree,Disagree,0.43,-1.3537,-0.7292,-0.8079,531.3211,567.1522,571.8258,551.5735,521.9738
Finland,Female,Strongly disagree,Agree,-0.13,0.484,0.6314,1.5296,494.5552,496.1131,542.0704,542.8494,471.966
Finland,Male,Disagree,Agree,0.14,0.9208,0.494,1.0099,632.7387,603.1391,624.9494,577.4342,586.7814
Finland,Female,Disagree,Disagree,0.14,-0.0983,-0.4638,0.3536,510.4456,446.5727,478.5091,506.5509,501.8772
Finland,Female,Disagree,Disagree,0.14,0.2299,0.3408,0.2492,466.0461,495.6457,491.7511,520.5717,466.0461
Finland,Male,Strongly agree,Agree,1.78,-0.4581,-0.4456,-0.5138,567.308,557.1818,634.2966,573.5395,573.5395
Finland,Female,Disagree,Disagree,0.05,0.9208,0.4532,1.0099,508.8877,443.4569,467.60400000000004,496.4247,454.3621
Finland,Male,Disagree,Strongly agree,0.43,-2.8224,1.0272,-2.0157,524.5443,531.5548,516.7549,512.8603,582.9646
Finland,Female,Disagree,Agree,-0.39,-2.8224,-3.0674,-2.6658,507.3298,543.9399,519.0139,501.8772,507.3298
Finland,Female,Disagree,Disagree,1.78,0.2299,0.08900000000000001,1.0099,419.6993,416.5836,423.594,400.2259,457.8673
Finland,Male,Disagree,Disagree,1.19,0.669,-0.7292,1.0099,491.7511,488.6353,508.8877,488.6353,524.4664
Finland,Female,Disagree,Disagree,0.77,0.9208,0.3408,1.26,526.7253,492.4521,539.9673,526.7253,573.4616
Finland,Female,Agree,Agree,0.77,0.2299,-0.2489,0.1593,544.4072,564.6596,552.9755,550.6387,522.597
Finland,Male,Agree,Disagree,-0.63,2.9734,0.2384,1.0099,547.8346,508.8877,527.5822,571.9816,546.2767
Finland,Female,Disagree,Disagree,0.43,0.484,0.2717,0.2492,553.2092,553.2092,565.6722,549.3145,501.7993
Finland,Male,Agree,Agree,1.19,2.9734,-1.8184,-0.8079,481.7028,501.1762,519.8707,500.3973,507.4077
Finland,Male,Strongly agree,Strongly agree,2.9,2.9734,0.1409,0.0809,632.6609,609.2927,626.4294,647.4607,659.1447
Finland,Female,Disagree,Disagree,0.43,0.3431,0.3408,0.0111,653.069,674.1003,580.6278,582.1857,626.5851
Finland,Male,Disagree,Disagree,-0.39,0.9208,0.4532,0.1593,575.7205,569.489,567.9311,532.1,546.8998
Finland,Female,Disagree,Disagree,1.19,0.9208,0.2717,0.3536,462.9304,455.14099999999996,455.14099999999996,503.4351,486.2985
Finland,Male,Agree,Agree,1.19,-0.3069,0.3769,0.4759,524.7001,569.8785,561.3102,553.5208,516.9107
Finland,Male,Disagree,Agree,0.43,-0.0983,0.0114,-0.1113,379.584,403.7311,385.0366,384.2577,384.2577
Finland,Male,Strongly agree,Agree,-0.39,0.669,1.0272,0.0809,494.7889,464.4103,458.1788,453.5052,435.5897
Finland,Female,Disagree,Agree,0.14,-0.3798,0.1731,-0.387,426.0087,389.3987,414.3247,392.5144,453.2715
Finland,Male,Disagree,Disagree,0.43,-0.3798,0.0114,-0.8079,556.2471,559.3628,540.6683,557.026,574.1626
Finland,Female,Disagree,Agree,0.14,0.9208,0.5827,0.6209,558.3502,545.8872,515.5086,528.7506,534.9821
Finland,Female,Strongly disagree,Disagree,0.77,-0.0262,0.537,0.0111,498.7615,494.8668,471.4987,435.6675,487.0774
Finland,Male,Disagree,Agree,0.14,2.9734,2.0051,1.26,570.4237,512.0034,576.6552,550.9503,527.5822
Finland,Female,Strongly agree,Strongly agree,0.14,-0.0262,0.2384,0.0809,490.2711,505.0709,479.3659,491.8289,533.8916
Finland,Male,Disagree,Strongly agree,0.43,0.9208,0.7405,1.0099,590.9098,589.3519,538.721,592.4677,533.2684
Finland,Male,Strongly disagree,Agree,0.43,-2.8224,-1.8184,-1.3056,486.4543,515.275,523.8433,442.0548,505.1488
Finland,Male,Strongly agree,Agree,0.14,0.669,0.7405,0.2492,560.9986,569.5669,598.3876,502.5783,570.3458
Finland,Female,Strongly disagree,Disagree,-1.3,-0.0983,-0.0561,-0.3303,409.9626,420.0888,421.6467,406.0679,405.289
Finland,Male,Disagree,Agree,-0.13,0.3431,0.494,0.1593,644.4228,603.1391,589.8972,577.4342,610.9285
Finland,Male,Disagree,Disagree,0.31,0.2299,0.494,0.4759,473.7576,444.158,410.6637,436.3686,435.5897
Finland,Female,Disagree,Disagree,0.43,0.1346,0.2055,0.2492,462.8525,465.1893,411.4426,422.3477,398.2007
Finland,Female,Strongly disagree,Agree,0.14,0.0505,0.494,-0.2757,515.5086,509.2771,532.6453,531.8663,542.7715
Finland,Female,Agree,Agree,0.43,-0.0983,0.4142,0.0111,554.2218,559.6744,522.2854,569.0217,562.7902
Finland,Male,Disagree,Disagree,-0.39,-1.3537,-1.5051,-1.6365,574.5521,585.4572,569.0995,611.1622,563.6469999999999
Finland,Female,Strongly disagree,Strongly disagree,-0.54,-0.0983,-0.5365,0.1593,416.272,363.3043,364.8621,426.3982,403.0301
Finland,Female,Disagree,Disagree,0.77,0.669,0.6314,0.2492,474.6144,520.5717,477.7302,526.8032,495.6457
Finland,Female,Disagree,Agree,1.19,0.0505,0.3058,-0.0524,529.9969,484.8185,506.6288,444.3138,529.2179
Finland,Male,Agree,Agree,-0.13,0.9208,0.5827,0.7959,532.1,486.9216,516.5213,492.3742,555.4681
Finland,Male,Strongly agree,Agree,-0.63,-0.0983,0.0766,-0.1113,472.1997,535.2937,496.3468,464.4103,543.0830000000001
Finland,Male,Disagree,Agree,0.77,0.484,0.7405,0.2492,434.9665,470.0187,466.124,438.8612,456.7768
Finland,Female,Agree,Agree,0.43,-0.0262,0.3408,0.4759,409.1837,442.67800000000005,424.7624,420.8677,455.9199
Finland,Female,Agree,Agree,0.77,-0.0983,0.0442,0.2492,573.4616,575.0195,536.0726,603.8402,571.1248
Finland,Female,Agree,Agree,0.14,0.9208,-0.2949,-0.1113,589.1961,501.9551,553.365,540.1231,526.8811
Finland,Female,Disagree,Disagree,0.14,0.1346,0.7405,0.4759,404.6658,394.5396,356.3717,362.6032,359.4875
Finland,Female,Disagree,Disagree,0.43,0.2299,0.3769,0.0809,545.4198,599.9455,596.8297,614.7453,573.4616
Finland,Male,Disagree,Agree,0.14,-0.0983,0.3408,-0.1113,663.8962,669.3488,607.0338,663.1173,664.6752
Finland,Female,Disagree,Agree,0.77,0.2299,0.4532,0.3536,474.4586,454.9852,450.3116,442.5222,449.5326
Finland,Female,Agree,Strongly disagree,-0.86,0.484,0.537,0.0809,613.2653,589.1182,568.0869,607.8127,575.0974
Finland,Male,Disagree,Disagree,1.78,-0.7808,-0.2949,-0.2757,605.9433,610.6169,581.7962,605.9433,578.6805
Finland,Female,Disagree,Agree,0.77,0.484,0.494,0.4759,607.0338,582.8867,622.6126,570.4237,575.0974
Finland,Female,Agree,Agree,0.14,0.484,0.9446,0.4759,620.1979,673.9445,626.4294,643.566,613.1874
Finland,Female,Strongly disagree,Agree,0.43,0.669,0.3769,0.1593,533.7358,541.5252,552.4303,486.9995,529.8411
Finland,Female,Strongly disagree,Disagree,-0.63,0.9208,0.0766,0.2492,566.9185,556.7923,531.0874,521.7401,509.2771
Finland,Female,Strongly disagree,Disagree,-0.63,1.6580000000000001,0.4532,1.0099,596.9076,620.2757,607.8127,607.8127,600.8023
Finland,Male,Agree,Agree,-0.39,1.6580000000000001,2.0051,0.7959,682.435,679.3192,708.9188,619.341,661.4036
Finland,Female,Disagree,Agree,0.43,-0.0983,-0.0913,0.0111,563.4912,578.2909999999999,575.9542,591.5329,540.9019999999999
Finland,Male,Strongly disagree,Agree,0.77,0.0505,0.1409,-0.3303,657.0416,641.4628,648.4733,674.9572,654.7048
Finland,Female,Strongly disagree,Strongly agree,-0.39,0.9208,0.1409,0.3536,625.7283,599.2444,619.4968,623.3915,577.4342
Finland,Female,Disagree,Agree,0.43,0.484,0.494,0.2492,592.1561,562.5565,550.8724,542.3041,575.0195
Finland,Male,Agree,Agree,-0.13,-1.9363,-0.5365,-0.8079,379.1946,377.6367,373.74199999999996,372.1841,383.8682
Finland,Male,Disagree,Disagree,-0.63,-0.0983,0.0442,-0.5901,447.4295,473.9134,439.6401,461.4504,463.7872
Finland,Female,Disagree,Agree,-0.63,0.2299,0.4142,0.4759,482.4038,427.8782,469.9408,473.8355,497.9826
Finland,Female,Strongly disagree,Disagree,0.43,-0.237,-0.0561,-0.1113,500.2415,494.7889,537.6305,561.7775,549.3145
Finland,Female,Disagree,Disagree,-0.39,0.0505,0.2384,0.3536,539.4999,522.3633,508.3424,539.4999,538.721
Finland,Male,Strongly agree,Strongly agree,1.19,-0.1679,0.2055,-0.2757,462.6188,487.5448,397.18800000000005,415.1036,486.7659
Finland,Male,Agree,Agree,0.14,-0.9781,-2.2454,-1.3056,325.9153,358.6306,336.8204,367.9779,373.4304
Finland,Male,Agree,Agree,0.43,-1.3537,-1.0353,-0.387,748.8004,763.6002,765.1581,711.4114,681.8118
Finland,Female,Strongly disagree,Agree,0.14,-1.3537,-0.4009,-2.0157,376.4683,426.3203,414.6362,410.7415,418.5309
Finland,Female,Disagree,Agree,-0.86,0.0505,0.6838,0.2492,559.3628,600.6465,573.3837,569.489,577.2784
Finland,Male,Agree,Strongly agree,1.19,-0.0983,0.0114,-0.1326,371.1715,396.8765,390.645,376.6241,361.8243
Finland,Female,Disagree,Agree,-0.63,-0.3069,0.3058,0.1593,434.0318,458.1788,414.5583,463.6314,434.0318
Finland,Female,Agree,Agree,-0.63,0.669,0.3408,0.2492,517.5339,533.1126,501.1762,542.4599,505.0709
Finland,Female,Agree,Disagree,0.77,-0.3069,-0.4638,-0.8079,530.9316,470.1745,506.7845,439.017,503.6688
Finland,Male,Agree,Agree,0.14,0.9208,0.9446,0.7959,632.6609,671.6077,657.5869,645.9028,643.566
Finland,Female,Agree,Agree,1.19,0.2299,0.2055,0.3536,518.8581,493.9321,511.0687,510.2898,506.3951
Finland,Male,Disagree,Agree,1.78,0.2299,0.537,-0.3303,463.8651,473.2123,471.6545,523.8433,494.2437
Finland,Female,Disagree,Disagree,0.43,-0.7808,0.0114,1.0099,580.9394,529.5295,548.224,589.5077,538.0978
Finland,Female,Disagree,Disagree,0.43,0.2299,0.537,0.6209,380.5967,384.4914,365.0179,369.6915,393.0597
Finland,Male,Agree,Agree,-0.63,0.3431,0.5827,0.3536,592.3898,566.6848,592.3898,581.4847,653.1469
Finland,Male,Disagree,Agree,1.19,0.3431,0.494,1.0099,464.1767,428.3455,471.966,483.6501,461.8399
Finland,Female,Disagree,Disagree,-0.63,-0.3798,0.0114,1.0099,453.4273,479.9112,500.1636,500.1636,416.8173
Finland,Male,Agree,Agree,-0.39,-2.8224,-0.9442,-2.6658,426.3203,491.7511,448.1305,452.8042,469.1619
Finland,Female,Strongly disagree,Disagree,0.14,-2.8224,-1.8184,-1.0029,452.0252,388.1524,455.9199,405.289,422.4256
Finland,Male,Disagree,Agree,-0.86,0.2299,0.4142,0.1593,448.0527,462.0735,446.4948,465.9682,485.4417
Finland,Male,Disagree,Disagree,0.14,0.2299,0.2717,0.1593,539.3441,518.3128,578.2909999999999,522.9864,533.8916
Finland,Male,Agree,Agree,0.14,0.2299,0.87,0.3536,532.2558,507.3298,534.5926,540.0452,510.4456
Finland,Male,Disagree,Disagree,-0.13,-0.237,0.1088,0.0809,431.0718,425.6193,399.9143,459.8925,436.5244
Finland,Male,Strongly agree,Agree,-0.39,0.2299,0.3408,0.2492,638.1913,601.5812,592.234,621.8336,609.3706
Finland,Female,Disagree,Disagree,-0.39,-0.0983,0.4142,1.0099,508.8098,559.4407,553.9882,506.473,535.2937
Finland,Female,Strongly disagree,Disagree,0.43,-0.0983,-0.1278,-0.387,497.0478,489.2585,512.6266,497.8268,506.3951
Finland,Male,Disagree,Disagree,1.19,0.0505,0.4142,-0.1673,541.8367,588.573,540.2789,512.2371,552.7419
Finland,Male,Strongly agree,Strongly agree,0.77,0.1346,0.1088,0.2492,699.7274,699.7274,656.8858,682.5907,702.0642
Finland,Female,Disagree,Disagree,0.14,0.2299,0.1731,0.3536,516.5992,465.1893,484.6627,479.2102,459.7367
Finland,Male,Disagree,Agree,0.14,0.669,0.7405,0.2492,551.184,498.9952,556.6365,527.8159,541.0578
Finland,Male,Disagree,Disagree,0.77,-0.0983,-0.2949,-0.2217,603.217,546.3546,567.3859,590.754,599.3223
Finland,Male,Disagree,Agree,-0.86,0.2299,0.494,0.2492,402.2511,373.4304,379.6619,417.0509,395.2407
Finland,Male,Disagree,Agree,0.77,0.2299,0.494,0.2492,513.7171,529.2958,490.349,477.88599999999997,509.0435
Finland,Female,Strongly disagree,Agree,-0.39,0.2299,0.2055,0.2492,538.4873,567.308,524.4664,512.7824,556.4029
Finland,Female,Disagree,Disagree,-0.63,-0.3069,0.0114,-0.1113,638.1134,668.492,629.5451,624.8715,667.7130000000001
Finland,Female,Strongly disagree,Strongly disagree,-0.86,-0.7808,0.0114,0.0809,427.8003,455.0631,457.3999,482.3259,479.9891
Finland,Female,Disagree,Agree,0.14,-0.3069,-0.623,-0.3303,499.5404,456.6989,464.4882,450.4674,463.7093
Finland,Female,Disagree,Agree,1.78,0.484,0.6314,0.3536,628.4546,613.6548,582.4973,607.4233,591.0656
Finland,Male,Strongly disagree,Disagree,0.43,-0.237,0.2717,1.0099,537.6305,543.862,534.5147,587.4825,517.3781
Finland,Female,Agree,Agree,-0.13,0.1346,0.2717,1.0099,632.6609,692.6389999999999,637.3345,672.3867,691.0812
Finland,Male,Disagree,Agree,-0.39,0.2299,0.4532,1.0099,715.7735,658.9110000000001,634.764,639.4376,704.0894
Finland,Male,Disagree,Disagree,-0.39,0.2299,0.2055,0.6209,399.0575,443.4569,453.5831,416.1941,372.5736
Finland,Female,Disagree,Agree,0.07,-0.9781,-1.5051,-0.8079,433.4086,427.1771,459.1136,420.9456,412.3773
Finland,Female,Strongly disagree,Strongly agree,0.43,-0.1679,0.1409,0.1593,448.9095,510.4456,508.1087,496.4247,463.7093
Finland,Female,Strongly disagree,Disagree,0.14,-0.0983,0.4142,0.1593,492.1405,514.7297,464.8777,499.9299,504.6035
Finland,Female,Disagree,Agree,1.19,-0.0983,0.6838,0.3536,426.3203,416.973,353.1002,439.5622,406.8469
Finland,Male,Agree,Agree,0.14,0.1346,0.494,0.1593,516.5992,511.9255,505.694,553.9882,542.3041
Finland,Male,Agree,Agree,0.14,-0.3798,0.0114,-0.3303,494.3215,411.7542,441.3538,451.48,463.164
Finland,Female,Agree,Agree,0.43,-0.0983,0.1409,0.1593,418.5309,450.4674,416.1941,359.3317,450.4674
Finland,Male,Strongly disagree,Disagree,0.43,0.2299,0.5827,0.2492,397.967,348.8939,338.7677,366.8095,340.3256
Finland,Female,Strongly disagree,Disagree,0.04,0.0505,0.3769,-0.1113,530.6979,483.9617,474.6144,503.4351,502.6562
Finland,Male,Disagree,Disagree,-0.39,-2.8224,-1.5051,-2.0157,549.4703,491.8289,517.5339,511.3024,532.3337
Finland,Male,Agree,Agree,-0.13,-0.237,0.0442,-0.2757,455.842,466.7472,497.9047,416.1162,472.9787
Finland,Female,Agree,Agree,-0.86,0.1346,0.8023,0.4759,466.9808,450.6232,459.9704,436.6023,421.8025
Finland,Female,Strongly disagree,Disagree,0.14,0.484,0.4532,-0.5138,413.8573,406.0679,406.0679,374.1315,382.6998
Finland,Female,Disagree,Agree,-1.08,0.2299,0.3769,0.0111,425.4635,425.4635,407.5479,481.54699999999997,406.769
Finland,Female,Disagree,Strongly agree,-0.63,-0.5455,-0.5365,-0.2217,271.3117,268.9749,346.0897,302.4692,330.51099999999997
Finland,Female,Disagree,Disagree,-0.39,0.2299,0.4532,0.0111,437.1475,395.8638,434.8107,398.9796,399.7585
Finland,Female,Strongly disagree,Disagree,0.14,-0.237,0.0974,-0.387,267.8065,217.1756,267.8065,217.1756,270.1433
Finland,Male,Disagree,Agree,0.43,-0.9781,-0.623,-0.8079,579.6931,554.7671,557.1039,540.7462,566.4512
Finland,Male,Strongly disagree,Disagree,-0.13,-0.9781,-0.5365,-0.8079,461.76199999999994,466.4356,427.4887,467.2145,424.37300000000005
Finland,Female,Strongly disagree,Disagree,1.19,-0.3798,0.3408,-0.1113,607.1896,603.2949,568.2427,533.1905,576.0321
Finland,Female,Strongly agree,Agree,0.14,-0.0262,-0.8636,-0.5901,657.7426,584.5225,597.7644,625.0273,648.3954
Finland,Female,Agree,Agree,0.43,0.669,0.7405,0.4759,608.4359,597.5308,623.2357,610.7727,584.2888
Finland,Female,Strongly disagree,Agree,2.9,0.2299,-0.2489,-0.1113,470.6418,423.1267,423.9056,419.23199999999997,434.8107
Finland,Male,Strongly disagree,Agree,-0.13,0.3431,0.1088,0.2492,423.9835,409.9626,447.3516,448.1305,474.6144
Finland,Female,Disagree,Agree,-0.86,0.2299,1.1192,1.0099,656.3406,643.8776,654.7827,594.0255,616.6147
Finland,Female,Disagree,Agree,0.14,-0.0983,0.1409,1.0099,510.4456,502.6562,535.3716,514.3402,528.3611
Finland,Female,Disagree,Agree,-0.13,0.9208,-0.2061,1.0099,473.0566,482.4038,512.7824,487.8564,470.7197
Finland,Male,Disagree,Strongly agree,0.77,1.6580000000000001,0.9446,0.3536,465.3451,500.3973,494.1658,466.124,504.2919
Finland,Female,Strongly disagree,Strongly disagree,0.77,-0.0262,0.3058,0.2492,488.4795,435.5118,406.6911,454.9852,483.027
Finland,Male,Strongly disagree,Disagree,1.19,-0.1679,0.3058,-0.0524,417.9078,361.8243,455.2968,461.5283,371.9505
Finland,Male,Strongly disagree,Disagree,0.43,-1.3537,-1.5051,-2.6658,535.761,557.5713,496.0352,499.151,563.0238
Finland,Female,Agree,Agree,-0.86,0.2299,0.494,0.0111,494.7889,478.4312,504.1362,532.9568,507.2519
Finland,Female,Strongly disagree,Disagree,0.43,-0.5455,-0.4009,0.6209,478.7428,483.4164,473.2902,476.406,449.9221
Finland,Female,Strongly disagree,Strongly disagree,0.77,-0.1679,0.6314,0.1593,471.4208,511.1466,508.8098,472.9787,501.7993
Finland,Female,Strongly disagree,Agree,0.43,-0.237,-0.0561,-0.1113,562.7123,457.5557,493.3868,486.3764,589.1961
Finland,Male,Disagree,Agree,1.78,0.2299,0.8023,0.3536,586.8593,551.0282,529.2179,556.4808,598.5434
Finland,Female,Agree,Agree,-0.63,0.484,0.5827,0.4759,643.566,624.0925,663.8184,656.029,659.1447
Finland,Male,Strongly agree,Agree,0.77,0.3431,1.1192,1.0099,552.664,533.9695,554.2218,513.7171,531.6327
Finland,Male,Strongly disagree,Disagree,0.77,-0.0983,0.5827,1.0099,497.9047,441.8212,532.1779,481.54699999999997,532.1779
Finland,Female,Agree,Agree,1.19,0.3431,0.6838,0.2492,507.5635,422.6593,527.0369,489.6479,458.4904
Finland,Female,Disagree,Agree,-0.13,-0.0983,0.5827,-0.2217,518.1569999999999,533.7358,531.399,571.1248,546.9777
Finland,Male,Disagree,Agree,-0.63,0.1346,0.3058,0.0111,556.4808,541.6809,487.1553,509.7445,526.1022
Finland,Male,Strongly agree,Strongly agree,0.14,0.3431,1.1192,0.0111,530.5421,558.5839,612.3306,508.7319,546.1209
Finland,Male,Disagree,Disagree,-0.39,0.9208,0.537,1.0099,570.3458,550.8724,513.4834,532.9568,525.9464
Finland,Female,Agree,Agree,0.77,0.1346,0.5827,0.2492,677.0603,717.565,638.1134,617.0821,698.0916
Finland,Male,Agree,Agree,-1.08,-1.3537,0.0442,-1.0029,322.7216,294.6799,372.5736,348.4265,370.2368
Finland,Male,Disagree,Disagree,1.32,-1.3537,-0.2061,-1.3056,436.6023,385.9713,429.5918,445.9495,416.3499
Finland,Male,Disagree,Agree,-0.63,-0.0983,0.3769,0.1593,687.1086,623.2357,624.7936,639.5934,621.6778
Finland,Male,Strongly disagree,Agree,-1.3,-0.0262,0.0114,-0.4474,538.4094,549.3145,521.2728,511.1466,498.6836
Finland,Male,Strongly disagree,Agree,-0.63,-1.9363,-3.0674,-2.0157,597.1413,583.1204,572.9942,572.9942,545.7314
Finland,Male,Disagree,Agree,0.14,0.2299,0.3408,0.2492,486.2985,529.919,505.7719,500.3194,497.2036
Finland,Female,Strongly disagree,Disagree,0.14,0.0505,0.3769,0.2492,349.2055,357.7738,370.2368,385.8155,351.5423
Finland,Female,Strongly disagree,Strongly disagree,-0.16,-0.4581,-0.2489,-1.6365,322.7995,339.1572,234.0006,294.7578,336.0414
Finland,Female,Disagree,Agree,-0.13,0.2299,0.4142,0.4759,363.3043,363.3043,310.3365,310.3365,378.1041
Finland,Male,Agree,Agree,0.14,0.2299,0.537,0.7959,595.194,529.7632,571.8258,569.489,547.6788
Finland,Male,Strongly agree,Agree,0.77,-0.1679,-0.0561,-0.0524,622.5347,601.5033,610.8506,695.7548,613.1874
Finland,Female,Strongly disagree,Strongly agree,-0.86,-0.1679,0.3408,0.2492,623.781,633.1282,608.2022,642.4755,639.3597
Finland,Female,Strongly disagree,Disagree,1.19,-2.8224,-1.2488,-2.6658,426.0087,442.3664,452.4926,470.4082,411.9878
Finland,Male,Agree,Agree,0.43,0.2299,0.9446,0.6209,438.7833,487.0774,469.9408,406.0679,420.0888
Finland,Male,Agree,Agree,0.77,0.1346,3.4603,1.5296,534.8263,597.1413,510.6792,529.3737,561.3102
Finland,Male,Disagree,Strongly agree,0.77,0.0505,0.5827,0.2492,466.9808,530.0748,475.5492,505.1488,501.2541
Finland,Male,Strongly disagree,Agree,-0.13,0.0505,0.4532,-0.387,505.8498,498.0604,461.4504,474.6923,425.6193
Finland,Female,Disagree,Agree,0.14,0.9208,0.4142,1.0099,362.1358,415.8825,346.5571,369.1463,361.3569
Finland,Male,Disagree,Strongly disagree,-0.94,-0.0262,0.6838,0.4759,539.1105,527.4264,537.5526,509.5108,591.2993
Finland,Female,Strongly disagree,Disagree,0.43,-0.7808,0.1409,1.0099,480.76800000000003,499.4625,497.9047,463.6314,476.8733
Finland,Male,Disagree,Agree,0.77,2.9734,2.6679,-0.2757,458.9578,516.5992,473.7576,440.2633,503.3572
Finland,Female,Strongly disagree,Disagree,1.19,-0.4581,-0.0913,-0.6831,446.8064,408.6384,434.3434,448.3642,467.0587
Finland,Male,Agree,Agree,0.14,0.3431,0.537,1.0099,654.9385,653.3806,616.7705,649.4859,655.7174
Finland,Female,Strongly disagree,Disagree,-0.13,-0.4581,0.0114,0.2492,542.382,477.7302,502.6562,532.2558,497.2036
Finland,Female,Strongly disagree,Disagree,1.78,-0.237,0.2384,-0.0524,489.4142,484.7406,495.6457,509.6666,508.8877
Finland,Female,Disagree,Disagree,1.19,0.669,0.8023,0.6209,435.356,489.1027,549.8598,445.4822,482.0922
Finland,Female,Disagree,Agree,-0.13,1.2559,0.2717,1.0099,536.0726,524.3885,505.694,546.1988,539.1883
Finland,Male,Strongly disagree,Strongly disagree,-1.08,-0.4581,-1.5051,-2.0157,428.034,399.2133,389.866,390.645,424.9182
Finland,Male,Disagree,Disagree,-0.13,0.9208,0.87,1.0099,546.3546,547.9124,567.3859,607.8906,609.4485
Finland,Male,Disagree,Disagree,-0.13,-1.9363,-3.0674,-2.0157,456.5431,430.8381,435.5118,362.2916,409.8068
Finland,Female,Agree,Agree,0.77,0.2299,-0.0913,-0.1673,586.3919999999999,626.1178,581.7183,593.4024,620.6652
Finland,Female,Agree,Agree,0.14,0.2299,0.1731,0.2492,528.5948,493.5426,548.8472,534.8263,524.7001
Finland,Male,Disagree,Disagree,0.77,0.3431,0.537,0.2492,500.4752,531.6327,497.3594,479.4438,495.8015
Finland,Female,Disagree,Disagree,1.19,-0.3798,-0.623,-0.5901,536.0726,486.9995,480.76800000000003,426.2424,463.6314
Finland,Female,Disagree,Agree,-0.13,0.3431,0.3058,0.2492,535.9947,514.1845,548.4577,538.3315,524.3106
Finland,Female,Disagree,Disagree,0.77,-0.0262,0.3058,-0.1673,474.6923,478.587,491.8289,477.0291,482.4817
