COUNTRY,GENDER,ENJMATH,PARENJMATH,WEALTH,TEACHERCLASSMANAG,COGNITIVEACTIV,TEACHSTUDRELAT,PV1MATH,PV2MATH,PV3MATH,PV4MATH,PV5MATH
United Arab Emirates,Male,Agree,Agree,1.99,0.2299,0.494,0.3536,534.2031,534.2031,539.6557,472.6671,490.5826
United Arab Emirates,Male,Agree,Agree,0.99,-0.9781,-0.3452,-0.387,328.8752,364.7063,308.6228,384.9587,316.4122
United Arab Emirates,Male,Agree,Strongly agree,1.0,-0.0262,0.1409,0.0111,453.8168,435.1223,393.8386,453.8168,417.9857
United Arab Emirates,Male,Agree,Agree,1.0,-0.1679,-0.2489,-0.2217,519.0139,443.4569,448.9095,474.6144,490.1932
United Arab Emirates,Male,Disagree,Strongly disagree,1.42,-0.3069,-0.1278,-0.2757,374.2094,371.8726,402.2511,396.7986,390.5671
United Arab Emirates,Male,Strongly disagree,Disagree,0.67,-0.0262,-0.1278,-0.1113,414.792,429.5918,396.8765,365.719,459.9704
United Arab Emirates,Female,Agree,Agree,1.0,0.2299,0.1731,0.2492,478.4312,518.936,463.6314,482.3259,520.4938
United Arab Emirates,Male,Disagree,Agree,-0.84,-0.0262,-0.4638,-0.1113,342.2729,379.6619,326.6942,360.1885,314.2312
United Arab Emirates,Male,Disagree,Strongly agree,1.42,-0.3069,0.1409,-0.1113,288.4484,346.8687,395.9417,301.6903,367.9
United Arab Emirates,Male,Strongly agree,Strongly agree,0.67,0.3431,0.6838,1.0099,576.7331,608.6696,605.5538,578.2909999999999,583.7436
United Arab Emirates,Male,Strongly agree,Strongly agree,0.37,0.2299,0.3058,0.1593,516.5992,540.7462,534.5147,518.1569999999999,536.8515
United Arab Emirates,Male,Agree,Disagree,-1.06,-1.3537,-1.8184,-2.0157,395.00699999999995,407.47,425.3856,387.2176,447.1958
United Arab Emirates,Male,Agree,Agree,0.37,1.2559,1.1192,0.1593,594.5708,586.7814,586.7814,545.4977,563.4133
United Arab Emirates,Male,Strongly agree,Strongly agree,0.67,-1.3537,-3.0674,-0.8079,474.5365,425.4635,507.2519,432.4739,426.2424
United Arab Emirates,Male,Strongly agree,Agree,3.09,-0.9781,-0.5365,-0.8079,397.7333,374.3652,374.3652,382.1545,359.5654
United Arab Emirates,Male,Disagree,Strongly agree,-0.61,-0.0262,0.9446,0.3536,458.4125,456.8547,439.718,454.5178,480.2228
United Arab Emirates,Male,Disagree,Agree,0.11,-0.237,0.1088,-0.1113,550.5608,559.9081,571.5921,570.8132,595.7392
United Arab Emirates,Female,Strongly agree,Agree,0.11,0.484,0.8023,0.4759,410.5858,427.7224,411.3647,387.2176,409.0279
United Arab Emirates,Female,Disagree,Agree,-0.14,-0.7808,-0.3452,-0.8079,383.5566,420.1667,377.3251,381.2198,344.6098
United Arab Emirates,Female,Agree,Disagree,-0.14,-0.7808,-3.0674,-1.0029,365.9526,306.7534,362.8369,396.3312,304.4166
United Arab Emirates,Female,Strongly agree,Disagree,-0.84,-0.4581,-0.623,-0.3303,410.6637,388.8534,342.1172,428.5792,378.7272
United Arab Emirates,Female,Strongly disagree,Agree,0.11,-0.0983,0.4142,1.0099,463.0862,393.7607,427.255,423.3603,459.9704
United Arab Emirates,Female,Strongly agree,Strongly agree,-1.29,-0.0262,1.0272,0.1593,365.6411,364.0832,364.8621,334.4836,357.0728
United Arab Emirates,Female,Agree,Agree,0.11,-0.3069,0.0766,-0.2217,394.5396,375.8451,392.9818,402.329,376.6241
United Arab Emirates,Female,Agree,Agree,0.11,2.1445,0.2717,2.8211,403.809,376.5462,371.0936,343.8308,357.0728
United Arab Emirates,Male,Agree,Agree,3.09,-0.3798,0.0766,-0.7929999999999999,365.6411,321.2416,361.7464,388.2303,325.1363
United Arab Emirates,Male,Strongly agree,Disagree,1.99,-1.9363,-0.2061,0.2492,470.7197,434.8886,447.3516,452.0252,452.0252
United Arab Emirates,Male,Agree,Agree,1.0,-0.0983,0.0766,0.3536,512.2371,540.2789,516.9107,548.0682,502.1109
United Arab Emirates,Male,Strongly agree,Agree,3.09,0.9208,0.7405,0.4759,507.7193,532.6453,531.0874,516.2876,484.3511
United Arab Emirates,Male,Agree,Strongly agree,3.09,0.9208,0.1088,0.0111,466.2019,443.6127,467.7598,442.8338,449.8442
United Arab Emirates,Male,Agree,Agree,1.42,-0.3069,-0.0561,-0.2757,475.3155,515.8202,479.2102,504.1362,502.5783
United Arab Emirates,Male,Agree,Strongly agree,1.0,0.669,0.4532,0.6209,440.2633,486.2206,441.8212,462.8525,489.3363
United Arab Emirates,Male,Disagree,Disagree,1.99,0.0505,-0.0913,-0.3303,438.8612,420.1667,450.5453,438.8612,424.8403
United Arab Emirates,Female,Strongly agree,Strongly agree,-0.84,-0.0983,0.6314,0.6209,315.5554,326.4605,366.9653,297.6398,275.0506
United Arab Emirates,Female,Disagree,Strongly agree,-1.06,-0.4581,-0.1278,-0.2217,336.7425,342.195,374.9104,408.4047,343.7529
United Arab Emirates,Female,Disagree,Disagree,-1.06,-0.3798,-0.1278,-0.387,374.3652,354.8917,346.3234,369.6915,363.46
United Arab Emirates,Female,Strongly disagree,Strongly disagree,-1.56,-0.4581,-0.2949,-0.4474,326.2268,302.0798,348.816,326.2268,319.9953
United Arab Emirates,Female,Agree,Strongly agree,-0.84,-2.8224,-2.2454,-0.8079,342.1172,384.9587,381.064,367.0432,355.3591
United Arab Emirates,Female,Strongly agree,Agree,-0.84,-0.0983,0.2717,0.6209,431.7729,381.1419,431.7729,441.899,455.9199
United Arab Emirates,Female,Strongly agree,Strongly agree,-0.84,-0.7808,0.1731,2.8211,517.6118,512.9382,552.664,526.9590000000001,517.6118
United Arab Emirates,Female,Agree,Strongly agree,-0.38,0.9208,-0.2949,0.6209,319.9953,328.5636,330.1215,366.7316,302.0798
United Arab Emirates,Female,Strongly agree,Strongly agree,0.67,-0.3798,0.3769,-0.2217,304.8839,332.1468,321.2416,322.7995,338.3783
United Arab Emirates,Male,Agree,Agree,0.11,0.9208,1.1192,0.0111,455.842,458.9578,471.4208,518.1569999999999,525.1675
United Arab Emirates,Male,Strongly disagree,Disagree,-0.14,-0.7808,0.0442,-0.2217,590.053,560.4533,567.4638,574.4742,522.2854
United Arab Emirates,Male,Strongly agree,Agree,-0.61,-0.0983,0.7405,0.4759,656.2627,661.7152,646.9154,631.3367,646.9154
United Arab Emirates,Male,Strongly disagree,Strongly agree,-0.38,0.9208,0.1409,-0.8079,452.2589,470.1745,535.6052,458.4904,470.9534
United Arab Emirates,Male,Agree,Agree,0.67,-0.0983,0.3408,0.0111,545.1083,571.5921,517.8455,557.5713,557.5713
United Arab Emirates,Male,Disagree,Agree,0.37,-0.0983,0.2717,0.0111,463.0083,463.7872,464.5661,484.8185,464.5661
United Arab Emirates,Male,Disagree,Agree,-0.14,-1.9363,-1.6958,-1.0029,462.0735,394.306,391.1902,414.5583,415.3373
United Arab Emirates,Male,Disagree,Agree,1.0,-0.9781,-1.5051,-0.8079,570.4237,552.5082,573.5395,589.8972,583.6657
United Arab Emirates,Male,Disagree,Agree,0.37,-0.5455,-0.1659,-0.1113,522.9086,512.0034,531.4769,515.1192,503.4351
United Arab Emirates,Female,Agree,Agree,0.11,0.484,0.6314,0.7959,549.2366,520.4159999999999,528.2053,514.1845,528.9843
United Arab Emirates,Female,Strongly agree,Agree,-0.84,-0.0983,0.3831,0.0111,606.9559,640.4502,596.8297,612.4085,606.177
United Arab Emirates,Female,Disagree,Agree,0.11,0.484,0.1409,0.6209,611.9411,535.6052,541.0578,559.7523,540.2789
United Arab Emirates,Female,Strongly agree,Strongly agree,0.11,0.3431,0.9446,1.0099,644.3449,634.2187,611.6295,634.9977,613.1874
United Arab Emirates,Female,Strongly agree,Strongly agree,-1.51,0.484,0.6838,1.5296,492.9195,485.1301,527.1927,527.1927,527.1927
United Arab Emirates,Male,Disagree,Agree,-0.38,-0.9781,-1.5051,-0.8079,479.9112,476.7955,494.711,516.5213,486.1427
United Arab Emirates,Male,Agree,Agree,-0.61,-0.237,0.2055,0.0111,331.991,282.9179,377.9483,373.2747,347.5697
United Arab Emirates,Male,Disagree,Agree,-0.38,0.669,-0.1659,-0.8079,402.5627,438.3938,446.1832,414.2468,465.6566
United Arab Emirates,Male,Agree,Agree,-0.38,-0.3069,-0.5365,-1.4651,349.2834,343.0519,359.4096,382.7777,300.2103
United Arab Emirates,Female,Agree,Strongly agree,0.11,0.669,0.6314,0.6209,449.6105,494.01,451.1684,465.1893,469.8629
United Arab Emirates,Male,Agree,Disagree,-0.38,-0.0262,0.0114,-0.387,445.7158,450.3895,437.1475,479.9891,472.9787
United Arab Emirates,Male,Agree,Strongly agree,1.0,0.1346,0.7405,0.2492,420.3225,432.7855,463.94300000000004,434.3434,453.0379
United Arab Emirates,Male,Strongly disagree,Agree,-0.14,0.1346,0.3408,0.3536,410.1184,404.6658,445.9495,407.0026,410.8973
United Arab Emirates,Male,Strongly agree,Strongly agree,-0.84,0.484,0.6838,-0.1113,592.3119,564.2701,551.8071,547.9124,591.5329
United Arab Emirates,Male,Agree,Strongly agree,-0.14,0.669,1.0272,0.7959,459.8146,476.9512,472.2776,489.4142,491.7511
United Arab Emirates,Male,Strongly agree,Strongly agree,-1.51,-0.7808,-0.8636,-1.3056,566.9185,579.3815,589.5077,622.2231,567.6975
United Arab Emirates,Female,Agree,Disagree,1.99,-0.3798,1.4681,-0.2217,380.4409,407.7037,362.5253,385.8934,390.5671
United Arab Emirates,Female,Agree,Disagree,1.99,-0.9781,-1.8184,-1.0029,335.8857,323.4227,353.8012,350.6855,353.8012
United Arab Emirates,Female,Disagree,Disagree,0.37,-2.8224,-1.5051,-2.6658,462.9304,450.4674,474.6144,459.8146,413.0784
United Arab Emirates,Female,Agree,Disagree,0.85,0.484,0.2055,2.8211,304.6503,335.0288,340.4814,349.0497,370.08099999999996
United Arab Emirates,Female,Strongly agree,Strongly agree,0.34,-0.237,-0.0561,-0.2757,367.9,298.5745,290.0062,304.0271,334.4057
United Arab Emirates,Female,Agree,Agree,1.99,-0.9781,-3.0674,-2.6658,330.7447,398.5122,350.2181,339.31300000000005,376.702
United Arab Emirates,Female,Strongly disagree,Strongly agree,-1.06,0.9208,0.3769,1.0099,416.8952,421.5688,413.7794,465.9682,384.9587
United Arab Emirates,Female,Strongly agree,Agree,-0.68,-1.3537,-1.1241,-1.6365,272.7917,288.3705,320.3069,283.6968,321.0858
United Arab Emirates,Female,Agree,Strongly agree,-0.14,0.9208,0.4142,0.6209,431.9286,456.8547,424.1393,389.0871,430.3708
United Arab Emirates,Female,Disagree,Strongly agree,3.09,0.0505,0.5827,0.1593,499.9299,446.1832,436.05699999999996,485.909,446.1832
United Arab Emirates,Female,Strongly agree,Disagree,-0.84,-0.9781,0.1409,-0.1113,504.6035,495.2563,478.1196,456.3094,483.5722
United Arab Emirates,Female,Agree,Disagree,1.42,-0.7808,0.1731,-0.3303,479.1323,507.95300000000003,479.1323,489.2585,508.7319
United Arab Emirates,Female,Strongly agree,Strongly agree,0.67,-0.9781,-1.0353,-1.0029,541.2136,579.3815,513.1718,622.2231,551.3398
United Arab Emirates,Female,Strongly agree,Strongly agree,1.99,0.669,0.1731,0.7959,390.4113,442.6001,391.9692,448.0527,453.5052
United Arab Emirates,Female,Strongly agree,Agree,-0.38,-0.0262,0.1409,0.3536,419.4656,421.0235,415.57099999999997,416.3499,416.3499
United Arab Emirates,Female,Strongly disagree,Agree,0.67,-2.8224,-0.2061,1.0099,459.9704,443.6127,435.0444,442.8338,437.3812
United Arab Emirates,Female,Agree,Strongly disagree,1.42,-0.9781,-0.5365,-0.3303,534.6705,589.9751,536.2284,549.4703,512.0813
United Arab Emirates,Female,Agree,Strongly agree,0.11,-1.9363,-0.623,-1.0029,420.7898,447.2737,374.8325,388.0745,398.2007
United Arab Emirates,Female,Strongly agree,Agree,1.99,-0.0983,0.3769,0.0809,466.2798,491.9847,522.3633,523.1422,500.55300000000005
United Arab Emirates,Female,Strongly agree,Strongly agree,1.99,0.2299,0.4532,1.0099,404.1206,436.836,458.6462,402.5627,446.1832
United Arab Emirates,Female,Strongly agree,Strongly agree,0.37,0.669,0.6838,1.0099,427.9561,427.9561,455.9978,470.0187,453.661
United Arab Emirates,Female,Strongly agree,Agree,1.0,0.1346,0.2055,0.3536,346.8687,334.4057,371.7947,363.2264,334.4057
United Arab Emirates,Female,Strongly agree,Agree,1.0,1.6580000000000001,0.1409,2.8211,511.9255,516.5992,522.0517,484.6627,501.7993
United Arab Emirates,Female,Strongly disagree,Strongly disagree,3.09,0.3431,0.0442,0.0809,381.843,425.4635,437.1475,430.1371,415.3373
United Arab Emirates,Female,Strongly agree,Strongly agree,1.0,-0.3069,-0.0219,-0.2757,338.3783,337.5993,335.2625,366.42,345.3887
United Arab Emirates,Female,Agree,Disagree,-1.06,0.9208,0.4142,0.3536,476.9512,497.9826,468.3829,473.0566,521.3507
United Arab Emirates,Female,Disagree,Agree,1.42,-0.3798,0.8023,-0.2217,415.6489,442.9117,477.9639,442.9117,448.3642
United Arab Emirates,Female,Disagree,Agree,1.99,0.0505,0.6314,0.0809,418.3751,394.2281,440.1854,409.0279,404.3543
United Arab Emirates,Female,Agree,Strongly agree,1.42,-0.9781,-1.0353,-1.0029,378.9609,417.9078,370.3926,420.2446,375.8451
United Arab Emirates,Female,Agree,Agree,-0.61,-0.1679,0.2055,0.2492,391.2681,389.7102,410.7415,389.7102,391.2681
United Arab Emirates,Female,Strongly agree,Strongly agree,1.99,0.484,0.2717,0.1593,383.0893,409.5731,424.37300000000005,379.9735,426.7098
United Arab Emirates,Female,Strongly disagree,Agree,1.99,-0.3798,0.0766,-0.4474,424.6845,448.8316,403.6532,413.7794,454.2842
United Arab Emirates,Female,Agree,Agree,-0.61,0.484,0.4532,0.6209,476.0944,515.0413,529.8411,476.0944,496.3468
United Arab Emirates,Female,Strongly disagree,Agree,1.42,-0.237,-0.0561,-0.2217,439.9517,407.2363,403.3416,439.1728,459.4251
United Arab Emirates,Male,Agree,Agree,3.09,0.484,0.8023,1.8217,481.54699999999997,453.5052,460.5157,455.0631,441.0422
United Arab Emirates,Male,Disagree,Agree,1.99,-2.8224,-2.2454,-1.6365,411.3647,423.8277,407.47,359.1759,365.4074
United Arab Emirates,Male,Agree,Agree,1.42,-0.4581,-0.2061,-0.387,318.2817,358.0075,315.9449,336.9762,343.9866
United Arab Emirates,Male,Agree,Strongly agree,3.09,0.9208,0.6838,0.2492,391.9692,391.1902,458.9578,454.2842,374.8325
United Arab Emirates,Male,Agree,Strongly agree,3.09,0.0505,0.4532,0.6209,566.9185,526.4138,517.0665,517.0665,474.225
United Arab Emirates,Male,Disagree,Agree,1.99,0.3431,0.87,0.4759,461.3725,459.8146,401.3943,513.5613,449.6884
United Arab Emirates,Male,Disagree,Disagree,3.09,-0.0262,-0.0219,-0.2757,464.644,440.49699999999996,439.718,416.3499,428.034
United Arab Emirates,Male,Strongly agree,Strongly agree,3.09,0.669,0.3408,0.2492,453.661,488.7132,464.5661,503.51300000000003,482.4817
United Arab Emirates,Female,Agree,Strongly agree,-0.61,-0.0262,-0.1659,-0.387,430.1371,416.8952,410.6637,416.8952,439.4843
United Arab Emirates,Female,Strongly disagree,Strongly agree,3.09,-0.5455,-0.0561,-0.4474,358.7085,302.625,378.9609,354.0349,403.108
United Arab Emirates,Female,Disagree,Agree,0.37,-0.1679,0.2055,2.8211,521.4286,470.7976,490.2711,488.7132,521.4286
United Arab Emirates,Female,Strongly agree,Strongly agree,-0.38,-0.237,0.5827,0.1593,548.5356,563.3354,522.8307,496.3468,549.3145
United Arab Emirates,Female,Agree,Agree,0.11,-0.0983,0.2055,-0.1673,576.2658,594.9603,560.687,631.5703,591.8445
United Arab Emirates,Female,Strongly disagree,Disagree,0.37,-0.237,0.494,0.6209,583.6657,645.9807,621.0547,616.3811,621.0547
United Arab Emirates,Female,Agree,Agree,1.0,0.0505,0.6314,0.2492,518.0791,521.1949,545.342,521.1949,520.4159999999999
United Arab Emirates,Female,Agree,Strongly agree,1.99,-0.9781,-0.8636,-0.1673,492.7637,542.6157,476.406,489.6479,539.4999
United Arab Emirates,Female,Strongly disagree,Strongly disagree,1.0,0.3431,0.6838,0.2492,554.9229,530.7758,535.4494,540.9019999999999,533.1126
United Arab Emirates,Female,Strongly disagree,Agree,1.0,1.2559,-0.1278,-0.2217,490.8942,464.4103,491.6732,434.0318,476.0944
United Arab Emirates,Female,Agree,Agree,1.42,0.484,0.0114,0.1593,414.8699,444.4695,442.9117,446.0274,453.0379
United Arab Emirates,Female,Agree,Strongly agree,0.11,2.9734,0.5827,-0.2217,458.6462,449.29900000000004,436.05699999999996,518.6244,415.0257
United Arab Emirates,Female,Disagree,Disagree,1.99,0.9208,0.0442,0.3536,493.1531,521.1949,500.1636,478.3533,520.4159999999999
United Arab Emirates,Female,Agree,Agree,1.42,0.3431,0.0114,0.3536,574.3963,550.2493,597.7644,589.9751,565.0491
United Arab Emirates,Female,Agree,Strongly agree,1.99,0.669,0.3408,-0.387,558.6618,522.8307,575.0195,553.2092,560.9986
United Arab Emirates,Female,Agree,Strongly agree,1.42,0.669,0.9446,0.6209,500.4752,515.275,486.4543,540.201,512.1592
United Arab Emirates,Female,Strongly agree,Strongly agree,0.11,0.669,0.9446,1.0099,424.0614,441.9769,390.5671,381.2198,420.1667
United Arab Emirates,Female,Strongly disagree,Disagree,1.99,0.484,0.4532,0.3536,346.2455,324.4353,366.4979,303.404,381.2977
United Arab Emirates,Female,Disagree,Agree,1.42,0.9208,0.8023,1.0099,452.2589,406.3016,453.8168,458.4904,432.0065
United Arab Emirates,Female,Disagree,Strongly agree,1.0,0.9208,0.537,-0.4474,375.8451,373.5083,386.7503,357.9296,404.6658
United Arab Emirates,Female,Strongly agree,Strongly agree,0.37,0.9208,0.9446,-0.1113,489.3363,476.8733,505.694,446.4948,474.5365
United Arab Emirates,Female,Strongly agree,Agree,-0.38,2.9734,0.537,0.4759,350.0623,307.2208,332.9257,311.1154,318.9048
United Arab Emirates,Female,Strongly disagree,Agree,-0.14,0.669,0.6838,2.8211,367.121,300.1324,326.6163,365.5632,360.1106
United Arab Emirates,Female,Strongly agree,Strongly agree,0.11,0.1346,0.6838,0.2492,480.4565,478.1196,485.909,450.0779,435.2781
United Arab Emirates,Female,Disagree,Strongly agree,3.09,-2.8224,-2.2454,-2.0157,457.0883,472.6671,478.8986,418.1415,468.7724
United Arab Emirates,Female,Agree,Agree,3.09,0.2299,0.4532,0.6209,410.6637,538.4094,485.4417,533.7358,522.0517
United Arab Emirates,Female,Agree,Agree,1.0,0.2299,0.6838,1.0099,465.1893,525.9464,510.3677,494.7889,455.842
United Arab Emirates,Female,Strongly agree,Agree,-1.51,-0.3069,-0.0036,-0.3303,431.7729,430.215,489.4142,444.2359,433.3307
United Arab Emirates,Male,Disagree,Agree,1.99,-0.0983,0.141,-0.2217,428.6571,402.9522,423.2045,346.0897,365.5632
United Arab Emirates,Male,Strongly agree,Strongly agree,-1.51,-1.9363,-0.8636,-1.3056,336.8983,368.0558,324.4353,317.4248,363.3821
United Arab Emirates,Male,Strongly agree,Strongly agree,3.0,-0.3798,-0.1278,-0.2217,327.7847,271.7012,342.5845,295.8483,369.8473
United Arab Emirates,Female,Strongly agree,Strongly agree,0.11,-2.8224,-1.8184,-2.6658,412.3773,397.5775,425.6193,423.2824,456.7768
United Arab Emirates,Female,Disagree,Disagree,-0.1,-0.4581,0.0766,-0.387,408.5605,477.88599999999997,407.0026,414.792,431.9286
United Arab Emirates,Male,Strongly agree,Agree,1.42,0.484,0.3408,-0.2757,356.917,371.7168,328.0963,390.4113,295.3809
United Arab Emirates,Male,Disagree,Strongly agree,-0.14,0.669,0.0114,-0.4474,412.3773,407.7037,442.7559,424.8403,413.1563
United Arab Emirates,Female,Strongly agree,Strongly agree,1.42,0.484,0.4532,-0.2217,498.9952,490.4269,495.8794,500.55300000000005,484.1954
United Arab Emirates,Female,Disagree,Agree,1.99,0.484,0.6314,-0.1673,461.4504,513.6392,473.9134,502.7341,520.6496
United Arab Emirates,Female,Agree,Agree,0.37,0.9208,0.4142,1.0099,367.8221,344.454,410.6637,391.9692,339.0014
United Arab Emirates,Female,Disagree,Agree,0.67,-2.8224,-1.8184,-2.6658,482.7933,513.9508,542.7715,511.61400000000003,458.6462
United Arab Emirates,Female,Disagree,Strongly disagree,-1.29,0.2299,0.0442,0.0111,400.6154,388.9313,430.215,449.6884,452.0252
United Arab Emirates,Female,Strongly agree,Agree,0.05,-0.1679,-0.0913,-0.5138,525.1675,478.4312,481.54699999999997,495.5678,473.7576
United Arab Emirates,Female,Agree,Strongly disagree,0.37,0.9208,0.2055,-0.1673,547.1335,516.7549,561.1544,478.587,522.2075
United Arab Emirates,Female,Agree,Agree,0.67,0.0505,0.2717,0.0111,476.1723,450.4674,452.8042,452.0252,410.7415
United Arab Emirates,Female,Strongly agree,Agree,-0.14,0.2299,0.1088,-0.1113,459.1915,436.6023,452.96,459.9704,449.8442
United Arab Emirates,Female,Strongly agree,Agree,1.0,0.669,3.4603,-0.387,410.5858,427.7224,366.9653,392.6702,419.1541
United Arab Emirates,Male,Agree,Strongly agree,1.99,0.669,0.4532,1.0099,422.4256,473.0566,489.4142,457.4778,452.0252
United Arab Emirates,Male,Agree,Agree,1.0,-0.237,-0.0219,-0.2662,336.353,362.8369,398.668,355.0475,394.7733
United Arab Emirates,Male,Strongly disagree,Strongly disagree,-1.74,0.484,2.2766,-0.6831,299.3535,323.5005,337.5214,321.1637,324.2795
United Arab Emirates,Male,Agree,Strongly agree,-1.06,0.2299,0.7395,-0.2217,382.7777,415.4931,385.8934,379.6619,388.2303
United Arab Emirates,Male,Agree,Agree,1.42,-1.9363,-1.0353,-1.6365,369.38,365.4853,346.0118,381.064,340.5593
United Arab Emirates,Male,Strongly agree,Strongly agree,-0.84,-0.9781,3.4603,2.8211,428.8129,382.0766,473.9913,417.9078,429.5918
United Arab Emirates,Male,Strongly agree,Strongly agree,3.09,-0.9781,-0.5365,-0.8079,376.6241,414.0131,340.014,370.3926,371.1715
United Arab Emirates,Male,Agree,Strongly agree,-0.61,-0.6486,0.2055,-0.5901,371.8726,373.4304,347.7255,364.8621,359.4096
United Arab Emirates,Female,Strongly disagree,Disagree,3.09,-0.9781,-1.2488,-2.0157,318.4375,348.816,338.6898,335.5741,306.7534
United Arab Emirates,Female,Disagree,Strongly disagree,1.0,0.2299,0.6838,0.2492,423.9056,398.9796,453.5052,418.45300000000003,465.1893
United Arab Emirates,Female,Strongly agree,Strongly agree,3.09,0.9208,0.4142,0.7959,487.1553,498.0604,487.1553,472.3555,492.6079
